Node Number	X Location (in)	Y Location (in)	Z Location (in)	
34498	-0.27066	6.5852e-003	2.8812	
34499	-0.23924	-7.2571e-002	2.85	
34500	-0.24251	-6.0745e-002	2.8721	
34501	-0.24864	-2.608e-002	2.8932	
34502	-0.28259	-7.4282e-002	2.85	
34503	-0.28296	-3.4268e-002	2.85	
34504	-0.26826	-1.7801e-002	2.8812	
34505	-0.22048	-0.11785	2.85	
34506	-0.23539	-8.4222e-002	2.8721	
34507	-0.22749	-0.10368	2.8935	
34508	-0.25092	-0.13788	2.85	
34509	-0.27547	-9.7731e-002	2.85	
34510	-0.24968	-0.11375	2.8895	
34511	-0.19325	-0.1586	2.85	
34512	-0.19982	-0.15023	2.8847	
34513	-0.21623	-0.12548	2.8935	
34514	-0.23937	-0.15949	2.85	
34515	-0.23813	-0.13536	2.8895	
34516	-0.1586	-0.19325	2.85	
34517	-0.16789	-0.18524	2.8721	
34518	-0.18414	-0.1691	2.8847	
34519	-0.22382	-0.17843	2.85	
34520	-0.1865	-0.20516	2.85	
34521	-0.2017	-0.2016	2.8825	
34522	-0.11785	-0.22048	2.85	
34523	-0.14892	-0.2008	2.8721	
34524	-0.13239	-0.21207	2.894	
34525	-0.14754	-0.25656	2.85	
34526	-0.16756	-0.2207	2.85	
34527	-0.13239	-0.23477	2.8772	
34528	-7.2571e-002	-0.23924	2.85	
34529	-7.9967e-002	-0.23687	2.8717	
34530	-0.11097	-0.22402	2.894	
34531	-0.12593	-0.26811	2.85	
34532	-8.0035e-002	-0.27283	2.85	
34533	-0.11078	-0.24632	2.8772	
34534	-2.4504e-002	-0.2488	2.85	
34535	-5.6365e-002	-0.24356	2.8717	
34536	-2.9699e-002	-0.24823	2.8864	
34537	-5.6586e-002	-0.27994	2.85	
34538	-4.8661e-002	-0.28056	2.8816	
34539	-2.4021e-002	-0.26562	2.8658	
34540	2.4504e-002	-0.2488	2.85	
34541	-5.2256e-003	-0.24995	2.8864	
34542	2.5241e-002	-0.24872	2.8864	
34543	-3.22e-002	-0.28235	2.85	
34544	2.4252e-002	-0.27945	2.85	
34545	3.6557e-004	-0.26802	2.8658	
34546	7.2571e-002	-0.23924	2.85	
34547	4.9499e-002	-0.24505	2.8864	
34548	4.8638e-002	-0.27705	2.85	
34549	2.4752e-002	-0.26562	2.8658	
34550	0.11785	-0.22048	2.85	
34551	0.10384	-0.22741	2.8827	
34552	7.3279e-002	-0.23902	2.8864	
34553	0.12103	-0.26941	2.85	
34554	7.2088e-002	-0.26993	2.85	
34555	9.6262e-002	-0.25677	2.8861	
34556	0.1586	-0.19325	2.85	
34557	0.14505	-0.20362	2.8672	
34558	0.12563	-0.21614	2.8827	
34559	0.14264	-0.25786	2.85	
34560	0.17925	-0.22577	2.85	
34561	0.15359	-0.2305	2.8913	
34562	0.19325	-0.1586	2.85	
34563	0.16431	-0.18842	2.8672	
34564	0.18714	-0.16576	2.88	
34565	0.21921	-0.17382	2.85	
34566	0.19819	-0.21022	2.85	
34567	0.19957	-0.18563	2.8785	
34568	0.22048	-0.11785	2.85	
34569	0.21443	-0.12853	2.8721	
34570	0.20249	-0.14662	2.88	
34571	0.23476	-0.15488	2.85	
34572	0.21512	-0.16669	2.8785	
34573	0.23924	-7.2571e-002	2.85	
34574	0.226	-0.10689	2.8721	
34575	0.24093	-6.6723e-002	2.8823	
34576	0.24631	-0.13327	2.85	
34577	0.2753	-9.7533e-002	2.85	
34578	0.25563	-7.2821e-002	2.8829	
34579	0.2488	-2.4504e-002	2.85	
34580	0.24631	-4.2786e-002	2.8823	
34581	0.28241	-7.4083e-002	2.85	
34582	0.28296	-3.4268e-002	2.85	
34583	0.26275	-4.9372e-002	2.8829	
34584	0.2488	2.4504e-002	2.85	
34585	0.2497	1.2267e-002	2.8721	
34586	0.24932	-1.8438e-002	2.8823	
34587	0.28537	-9.8815e-003	2.85	
34588	0.27945	2.4252e-002	2.85	
34589	0.26515	-2.4985e-002	2.8829	
34590	0.23924	7.2571e-002	2.85	
34591	0.24729	3.6683e-002	2.8721	
34592	0.24228	6.1666e-002	2.8807	
34593	0.27705	4.8638e-002	2.85	
34594	0.22048	0.11785	2.85	
34595	0.2232	0.11262	2.8675	
34596	0.23506	8.5116e-002	2.8807	
34597	0.26811	0.12593	2.85	
34598	0.28027	9.6357e-002	2.85	
34599	0.26993	7.2088e-002	2.85	
34600	0.24998	0.10915	2.883	
34601	0.19325	0.1586	2.85	
34602	0.21108	0.13395	2.8675	
34603	0.20055	0.14926	2.8767	
34604	0.25656	0.14754	2.85	
34605	0.2207	0.16756	2.85	
34606	0.1586	0.19325	2.85	
34607	0.18496	0.1682	2.8767	
34608	0.16129	0.19101	2.8785	
34609	0.17843	0.22382	2.85	
34610	0.20516	0.1865	2.85	
34611	0.1926	0.19745	2.8752	
34612	0.11785	0.22048	2.85	
34613	0.12624	0.21579	2.868	
34614	0.14179	0.2059	2.8785	
34615	0.15949	0.23937	2.85	
34616	0.17366	0.21299	2.8752	
34617	0.1369	0.23012	2.8681	
34618	7.2571e-002	0.23924	2.85	
34619	0.10448	0.22712	2.868	
34620	8.382e-002	0.23553	2.8842	
34621	0.13788	0.25092	2.85	
34622	9.1534e-002	0.27281	2.85	
34623	0.11528	0.24167	2.8681	
34624	2.4504e-002	0.2488	2.85	
34625	3.6683e-002	0.24729	2.8688	
34626	6.0331e-002	0.24261	2.8842	
34627	2.4386e-002	0.30444	2.85	
34628	6.8085e-002	0.27993	2.85	
34629	-2.4504e-002	0.2488	2.85	
34630	1.2267e-002	0.2497	2.8688	
34631	-3.2481e-002	0.24788	2.8719	
34632	4.9216e-010	0.30684	2.85	
34633	-2.532e-003	0.26885	2.8851	
34634	-7.2571e-002	0.23924	2.85	
34635	-5.6621e-002	0.2435	2.8719	
34636	-2.4386e-002	0.30444	2.85	
34637	-6.7633e-002	0.27993	2.85	
34638	-2.6918e-002	0.26645	2.8851	
34639	-0.11785	0.22048	2.85	
34640	-0.12853	0.21443	2.8721	
34641	-8.0216e-002	0.23678	2.8719	
34642	-0.13227	0.24589	2.85	
34643	-9.1083e-002	0.27282	2.85	
34644	-0.12023	0.23335	2.8726	
34645	-0.1586	0.19325	2.85	
34646	-0.14892	0.2008	2.8721	
34647	-0.15388	0.23433	2.85	
34648	-0.14184	0.2218	2.8726	
34649	-0.19325	0.1586	2.85	
34650	-0.16789	0.18524	2.8721	
34651	-0.18799	0.1648	2.8781	
34652	-0.17282	0.21879	2.85	
34653	-0.21022	0.19819	2.85	
34654	-0.19896	0.19561	2.8835	
34655	-0.16078	0.20625	2.8726	
34656	-0.22048	0.11785	2.85	
34657	-0.21618	0.12556	2.8707	
34658	-0.20324	0.14558	2.8781	
34659	-0.25786	0.14264	2.85	
34660	-0.22577	0.17925	2.85	
34661	-0.23924	7.2571e-002	2.85	
34662	-0.22745	0.10377	2.8707	
34663	-0.23655	8.09e-002	2.8797	
34664	-0.26941	0.12103	2.85	
34665	-0.2671	7.7473e-002	2.85	
34666	-0.25604	0.10242	2.8815	
34667	-0.24729	3.6683e-002	2.8721	
34668	-0.24334	5.7325e-002	2.8797	
34669	-0.27421	5.4024e-002	2.85	
34670	-0.5	-0.40544	2.85	
34671	-0.5	-0.42929	2.875	
34672	-0.45307	-0.41638	2.85	
34673	-0.46223	-0.4248	2.887	
34674	-0.5	0.35774	2.85	
34675	-0.45174	0.39387	2.85	
34676	-0.5	0.36079	2.8793	
34677	-0.46867	0.37475	2.8898	
34678	-0.5	0.31004	2.85	
34679	-0.43666	0.33063	2.85	
34680	-0.45174	0.37002	2.85	
34681	-0.46942	0.30464	2.85	
34682	-0.5	0.33694	2.8793	
34683	-0.46867	0.3509	2.8898	
34684	-0.5	0.26234	2.85	
34685	-0.46942	0.28079	2.85	
34686	-0.5	0.31309	2.8793	
34687	-0.5	0.26566	2.876	
34688	-0.5	0.21464	2.85	
34689	-0.4623	0.21556	2.85	
34690	-0.46942	0.25694	2.85	
34691	-0.5	0.24181	2.876	
34692	-0.47724	0.237	2.8892	
34693	-0.5	0.16695	2.85	
34694	-0.4623	0.19171	2.85	
34695	-0.5	0.18654	2.8955	
34696	-0.5	0.21796	2.876	
34697	-0.47724	0.21315	2.8892	
34698	-0.47412	0.16839	2.8814	
34699	-0.5	0.11925	2.85	
34700	-0.4623	0.16786	2.85	
34701	-0.47321	0.10868	2.85	
34702	-0.44381	0.12698	2.85	
34703	-0.5	0.16269	2.8955	
34704	-0.5	0.11915	2.8866	
34705	-0.47412	0.14454	2.8814	
34706	-0.5	7.1548e-002	2.85	
34707	-0.47321	8.4831e-002	2.85	
34708	-0.5	9.5304e-002	2.8866	
34709	-0.5	2.3849e-002	2.85	
34710	-0.47647	3.0022e-002	2.85	
34711	-0.47321	6.0981e-002	2.85	
34712	-0.5	2.6981e-002	2.8881	
34713	-0.5	7.1454e-002	2.8866	
34714	-0.5	-2.3849e-002	2.85	
34715	-0.47647	6.1722e-003	2.85	
34716	-0.5	3.1316e-003	2.8881	
34717	-0.5	-7.1548e-002	2.85	
34718	-0.45703	-4.8935e-002	2.85	
34719	-0.47647	-1.7677e-002	2.85	
34720	-0.5	-6.7715e-002	2.8929	
34721	-0.5	-2.0718e-002	2.8881	
34722	-0.5	-0.11925	2.85	
34723	-0.46441	-0.11724	2.85	
34724	-0.45703	-7.2785e-002	2.85	
34725	-0.5	-9.1565e-002	2.8929	
34726	-0.46097	-0.1099	2.893	
34727	-0.5	-0.16695	2.85	
34728	-0.46441	-0.14109	2.85	
34729	-0.5	-0.11541	2.8929	
34730	-0.5	-0.16574	2.8921	
34731	-0.46097	-0.13375	2.893	
34732	-0.5	-0.21464	2.85	
34733	-0.46441	-0.16494	2.85	
34734	-0.46187	-0.20435	2.85	
34735	-0.5	-0.18959	2.8921	
34736	-0.5	-0.26234	2.85	
34737	-0.46607	-0.26671	2.85	
34738	-0.46187	-0.2282	2.85	
34739	-0.5	-0.26562	2.8931	
34740	-0.5	-0.21344	2.8921	
34741	-0.45856	-0.23924	2.8824	
34742	-0.5	-0.31004	2.85	
34743	-0.46607	-0.29056	2.85	
34744	-0.5	-0.28947	2.8931	
34745	-0.47868	-0.3156	2.8718	
34746	-0.5	-0.35774	2.85	
34747	-0.45307	-0.36868	2.85	
34748	-0.46607	-0.31441	2.85	
34749	-0.5	-0.31332	2.8931	
34750	-0.5	-0.35178	2.8812	
34751	-0.47868	-0.33945	2.8718	
34752	-0.5	-0.40544	2.875	
34753	-0.45307	-0.39253	2.85	
34754	-0.5	-0.37563	2.8812	
34755	-0.46223	-0.40095	2.887	
34756	-0.47868	-0.36329	2.8718	
34757	0.5	0.35774	2.85	
34758	0.45174	0.39387	2.85	
34759	0.5	0.36967	2.8875	
34760	0.47257	0.36107	2.8723	
34761	0.5	0.31004	2.85	
34762	0.44401	0.32512	2.85	
34763	0.45174	0.37002	2.85	
34764	0.46942	0.30464	2.85	
34765	0.5	0.30358	2.8979	
34766	0.5	0.34582	2.8875	
34767	0.47257	0.33722	2.8723	
34768	0.5	0.26234	2.85	
34769	0.46942	0.28079	2.85	
34770	0.5	0.27973	2.8979	
34771	0.47257	0.31337	2.8723	
34772	0.48252	0.27116	2.8701	
34773	0.5	0.21464	2.85	
34774	0.46231	0.2145	2.85	
34775	0.46942	0.25694	2.85	
34776	0.5	0.25588	2.8979	
34777	0.5	0.21228	2.8921	
34778	0.48252	0.24731	2.8701	
34779	0.5	0.16695	2.85	
34780	0.46231	0.19065	2.85	
34781	0.5	0.18843	2.8921	
34782	0.5	0.11925	2.85	
34783	0.46231	0.16681	2.85	
34784	0.47689	0.11034	2.85	
34785	0.44808	0.13046	2.85	
34786	0.5	0.11541	2.8929	
34787	0.5	0.16458	2.8921	
34788	0.46064	0.14405	2.8831	
34789	0.5	7.1548e-002	2.85	
34790	0.47689	8.6487e-002	2.85	
34791	0.5	9.1565e-002	2.8929	
34792	0.5	2.3849e-002	2.85	
34793	0.47696	3.0453e-002	2.85	
34794	0.47689	6.2637e-002	2.85	
34795	0.5	6.7715e-002	2.8929	
34796	0.5	2.0718e-002	2.8881	
34797	0.45741	4.2979e-002	2.8776	
34798	0.5	-2.3849e-002	2.85	
34799	0.47696	6.6041e-003	2.85	
34800	0.5	-3.1316e-003	2.8881	
34801	0.5	-7.1548e-002	2.85	
34802	0.45636	-4.7815e-002	2.85	
34803	0.47696	-1.7245e-002	2.85	
34804	0.5	-2.6981e-002	2.8881	
34805	0.5	-7.1508e-002	2.8866	
34806	0.5	-0.11925	2.85	
34807	0.46106	-0.11505	2.85	
34808	0.45636	-7.1664e-002	2.85	
34809	0.5	-9.5357e-002	2.8866	
34810	0.5	-0.16695	2.85	
34811	0.46106	-0.1389	2.85	
34812	0.5	-0.16269	2.8955	
34813	0.5	-0.11921	2.8866	
34814	0.46323	-0.14203	2.8869	
34815	0.5	-0.21464	2.85	
34816	0.46106	-0.16275	2.85	
34817	0.46079	-0.20433	2.85	
34818	0.5	-0.18654	2.8955	
34819	0.5	-0.21797	2.876	
34820	0.46323	-0.16588	2.8869	
34821	0.5	-0.26234	2.85	
34822	0.4596	-0.26655	2.85	
34823	0.46079	-0.22818	2.85	
34824	0.5	-0.24182	2.876	
34825	0.4798	-0.25942	2.8781	
34826	0.5	-0.31004	2.85	
34827	0.4596	-0.2904	2.85	
34828	0.5	-0.31298	2.8793	
34829	0.5	-0.26567	2.876	
34830	0.4798	-0.28327	2.8781	
34831	0.5	-0.35774	2.85	
34832	0.45307	-0.36868	2.85	
34833	0.4596	-0.31425	2.85	
34834	0.5	-0.33683	2.8793	
34835	0.45307	-0.39253	2.85	
34836	0.5	-0.36068	2.8793	
34837	-0.40544	-0.5	2.85	
34838	-0.42929	-0.5	2.875	
34839	-0.41772	-0.45174	2.85	
34840	0.35774	-0.5	2.85	
34841	0.39387	-0.45174	2.85	
34842	0.36967	-0.5	2.8875	
34843	0.39418	-0.46999	2.8922	
34844	0.35138	-0.4787	2.8764	
34845	0.31004	-0.5	2.85	
34846	0.33063	-0.43666	2.85	
34847	0.37002	-0.45174	2.85	
34848	0.30464	-0.46942	2.85	
34849	0.30358	-0.5	2.8979	
34850	0.34582	-0.5	2.8875	
34851	0.32753	-0.4787	2.8764	
34852	0.26234	-0.5	2.85	
34853	0.28079	-0.46942	2.85	
34854	0.27973	-0.5	2.8979	
34855	0.30368	-0.4787	2.8764	
34856	0.26794	-0.48221	2.8725	
34857	0.21464	-0.5	2.85	
34858	0.21556	-0.4623	2.85	
34859	0.25694	-0.46942	2.85	
34860	0.25588	-0.5	2.8979	
34861	0.21228	-0.5	2.8921	
34862	0.24409	-0.48221	2.8725	
34863	0.16695	-0.5	2.85	
34864	0.19171	-0.4623	2.85	
34865	0.18843	-0.5	2.8921	
34866	0.11925	-0.5	2.85	
34867	0.16786	-0.4623	2.85	
34868	0.10904	-0.47298	2.85	
34869	0.12698	-0.44381	2.85	
34870	0.11541	-0.5	2.8929	
34871	0.16458	-0.5	2.8921	
34872	0.13661	-0.45729	2.8919	
34873	7.1548e-002	-0.5	2.85	
34874	8.5187e-002	-0.47298	2.85	
34875	9.1565e-002	-0.5	2.8929	
34876	2.3849e-002	-0.5	2.85	
34877	3.1666e-002	-0.47719	2.85	
34878	6.1338e-002	-0.47298	2.85	
34879	6.7715e-002	-0.5	2.8929	
34880	2.0718e-002	-0.5	2.8881	
34881	3.8199e-002	-0.45494	2.8711	
34882	-2.3849e-002	-0.5	2.85	
34883	7.8166e-003	-0.47719	2.85	
34884	-3.1316e-003	-0.5	2.8881	
34885	-7.1548e-002	-0.5	2.85	
34886	-7.5134e-002	-0.45835	2.85	
34887	-3.7277e-002	-0.44381	2.85	
34888	-1.6033e-002	-0.47719	2.85	
34889	-2.6981e-002	-0.5	2.8881	
34890	-7.1454e-002	-0.5	2.8866	
34891	-5.3174e-002	-0.47119	2.8691	
34892	-0.11925	-0.5	2.85	
34893	-9.8983e-002	-0.45835	2.85	
34894	-9.5304e-002	-0.5	2.8866	
34895	-0.12107	-0.47678	2.8716	
34896	-7.7023e-002	-0.47119	2.8691	
34897	-0.16695	-0.5	2.85	
34898	-0.12283	-0.45835	2.85	
34899	-0.16563	-0.46339	2.85	
34900	-0.16269	-0.5	2.8955	
34901	-0.11915	-0.5	2.8866	
34902	-0.14492	-0.47678	2.8716	
34903	-0.21464	-0.5	2.85	
34904	-0.18948	-0.46339	2.85	
34905	-0.18654	-0.5	2.8955	
34906	-0.21796	-0.5	2.876	
34907	-0.16877	-0.47678	2.8716	
34908	-0.26234	-0.5	2.85	
34909	-0.21333	-0.46339	2.85	
34910	-0.25694	-0.46942	2.85	
34911	-0.24181	-0.5	2.876	
34912	-0.31004	-0.5	2.85	
34913	-0.28079	-0.46942	2.85	
34914	-0.31309	-0.5	2.8793	
34915	-0.26566	-0.5	2.876	
34916	-0.35774	-0.5	2.85	
34917	-0.32512	-0.44401	2.85	
34918	-0.37002	-0.45174	2.85	
34919	-0.30464	-0.46942	2.85	
34920	-0.33694	-0.5	2.8793	
34921	-0.34441	-0.47435	2.8648	
34922	-0.40544	-0.5	2.875	
34923	-0.39387	-0.45174	2.85	
34924	-0.36079	-0.5	2.8793	
34925	-0.36826	-0.47435	2.8648	
34926	-0.5	-0.42929	0.77237	
34927	-0.51736	-0.44665	0.75	
34928	-0.46464	-0.46464	0.75	
34929	-0.5	-0.40544	0.75	
34930	-0.53287	-0.39382	0.75	
34931	-0.48773	-0.47354	0.7375	
34932	-0.4898	-0.42998	0.7375	
34933	-0.5271	-0.41017	0.7375	
34934	-0.487	-0.45233	0.77704	
34935	-0.47248	-0.40774	0.77193	
34936	-0.45449	-0.43769	0.75835	
34937	-0.5	-0.42929	1.0408	
34938	-0.52772	-0.457	1.0287	
34939	-0.5	-0.3955	1.0501	
34940	-0.48162	-0.41358	1.0657	
34941	-0.48973	-0.45219	1.0358	
34942	-0.5074	-0.47456	1.0623	
34943	-0.48232	-0.44697	1.0632	
34944	-0.5	-0.42929	0.99606	
34945	-0.52772	-0.457	1.0063	
34946	-0.5	-0.3955	1.0278	
34947	-0.45611	-0.42728	1.0096	
34948	-0.48162	-0.41358	1.0433	
34949	-0.48973	-0.45219	1.0135	
34950	-0.48232	-0.44697	1.0408	
34951	-0.5	-0.42929	0.95132	
34952	-0.52772	-0.457	0.98394	
34953	-0.5	-0.38656	0.9653	
34954	-0.5	-0.3955	1.0054	
34955	-0.45611	-0.42728	0.98719	
34956	-0.48973	-0.45219	0.99109	
34957	-0.5	-0.42929	0.90658	
34958	-0.46464	-0.46464	0.92895	
34959	-0.48785	-0.48785	0.92187	
34960	-0.53684	-0.46613	0.92911	
34961	-0.52772	-0.457	0.96157	
34962	-0.52318	-0.45247	0.89447	
34963	-0.5	-0.38656	0.94293	
34964	-0.5	-0.39191	0.90446	
34965	-0.45986	-0.43471	0.89509	
34966	-0.45611	-0.42728	0.96483	
34967	-0.48973	-0.45219	0.96872	
34968	-0.45149	-0.37348	0.92211	
34969	-0.48494	-0.45305	0.9009	
34970	-0.5	-0.42929	0.86185	
34971	-0.52318	-0.45247	0.8721	
34972	-0.5	-0.39191	0.88209	
34973	-0.45986	-0.43471	0.87272	
34974	-0.48494	-0.45305	0.87853	
34975	-0.5	-0.42929	0.81711	
34976	-0.52318	-0.45247	0.84973	
34977	-0.5	-0.39191	0.85972	
34978	-0.5	-0.39749	0.82245	
34979	-0.45986	-0.43471	0.85035	
34980	-0.487	-0.45233	0.82178	
34981	-0.47248	-0.40774	0.81667	
34982	-0.48494	-0.45305	0.85617	
34983	-0.51736	-0.44665	0.77237	
34984	-0.5	-0.40544	0.77237	
34985	-0.52318	-0.45247	0.82736	
34986	-0.5	-0.39749	0.80008	
34987	-0.487	-0.45233	0.79941	
34988	-0.47248	-0.40774	0.7943	
34989	-1.9412	-1.8705	0.75	
34990	-1.9586	-1.8878	0.77133	
34991	-1.971	-1.8669	0.75	
34992	-1.9436	-1.9081	0.76495	
34993	-1.9739	-1.8611	0.72968	
34994	-1.9493	-1.901	0.72844	
34995	-0.55209	-0.48138	0.75	
34996	-0.55024	-0.41118	0.75	
34997	-0.58263	-0.45553	0.75	
34998	-0.54055	-0.46984	0.80499	
34999	-0.54533	-0.46809	0.7375	
35000	-0.50509	-0.49091	0.7375	
35001	-0.50717	-0.44734	0.7375	
35002	-0.54447	-0.42754	0.7375	
35003	-0.50437	-0.4697	0.77704	
35004	-0.53383	-0.50247	0.77967	
35005	-0.58682	-0.51611	0.75	
35006	-0.6	-0.47289	0.75	
35007	-0.58619	-0.51548	0.79206	
35008	-0.55791	-0.4872	0.80499	
35009	-0.56269	-0.48546	0.7375	
35010	-0.6097	-0.5161	0.7375	
35011	-0.52246	-0.50827	0.7375	
35012	-0.56944	-0.53574	0.7375	
35013	-0.5512	-0.51984	0.77967	
35014	-0.62155	-0.55084	0.75	
35015	-0.65122	-0.52614	0.75	
35016	-0.61736	-0.49026	0.75	
35017	-0.60355	-0.53284	0.79206	
35018	-0.62706	-0.53346	0.7375	
35019	-0.5868	-0.5531	0.7375	
35020	-0.56856	-0.5372	0.77967	
35021	-0.60696	-0.56774	0.76677	
35022	-0.65627	-0.58556	0.75	
35023	-0.66858	-0.5435	0.75	
35024	-0.65025	-0.57953	0.80297	
35025	-0.62092	-0.55021	0.79206	
35026	-0.66219	-0.59148	0.77983	
35027	-0.64442	-0.55082	0.7375	
35028	-0.60417	-0.57047	0.7375	
35029	-0.64826	-0.58433	0.7375	
35030	-0.62433	-0.58511	0.76677	
35031	-0.691	-0.62029	0.75	
35032	-0.63828	-0.63828	0.75	
35033	-0.68595	-0.56086	0.75	
35034	-0.71691	-0.59567	0.75	
35035	-0.67955	-0.60884	0.77983	
35036	-0.66179	-0.56819	0.7375	
35037	-0.68036	-0.63343	0.7375	
35038	-0.6944	-0.59754	0.7375	
35039	-0.66562	-0.6017	0.7375	
35040	-0.64169	-0.60247	0.76677	
35041	-0.67599	-0.63794	0.77608	
35042	-0.72573	-0.65502	0.75	
35043	-0.73428	-0.61303	0.75	
35044	-0.69692	-0.62621	0.77983	
35045	-0.73024	-0.65953	0.77541	
35046	-0.69772	-0.6508	0.7375	
35047	-0.71177	-0.6149	0.7375	
35048	-0.73841	-0.64845	0.7375	
35049	-0.69335	-0.6553	0.77608	
35050	-0.76046	-0.68975	0.75	
35051	-0.78422	-0.66283	0.75	
35052	-0.75164	-0.63039	0.75	
35053	-0.74761	-0.67689	0.77541	
35054	-0.71509	-0.66816	0.7375	
35055	-0.72437	-0.70079	0.7375	
35056	-0.75577	-0.66582	0.7375	
35057	-0.71072	-0.67266	0.77608	
35058	-0.73635	-0.701	0.7627	
35059	-0.79518	-0.72447	0.75	
35060	-0.80158	-0.68019	0.75	
35061	-0.76497	-0.69426	0.77541	
35062	-0.80017	-0.72946	0.77493	
35063	-0.74174	-0.71815	0.7375	
35064	-0.77314	-0.68318	0.7375	
35065	-0.77299	-0.73973	0.75433	
35066	-0.75372	-0.71836	0.7627	
35067	-0.82991	-0.7592	0.75	
35068	-0.81912	-0.72852	0.73399	
35069	-0.80219	-0.74711	0.73403	
35070	-0.85398	-0.72648	0.75	
35071	-0.81894	-0.69755	0.75	
35072	-0.81754	-0.74683	0.77493	
35073	-0.79036	-0.7571	0.75433	
35074	-0.82958	-0.74084	0.7375	
35075	-0.86464	-0.79393	0.75	
35076	-0.81956	-0.76447	0.73403	
35077	-0.87135	-0.74384	0.75	
35078	-0.86709	-0.79574	0.725	
35079	-0.8823	-0.76546	0.725	
35080	-0.8349	-0.76419	0.77493	
35081	-0.86974	-0.79903	0.77487	
35082	-0.82767	-0.79061	0.74104	
35083	-0.80772	-0.77446	0.75433	
35084	-0.84629	-0.81094	0.76429	
35085	-0.84694	-0.75821	0.7375	
35086	-0.89937	-0.82866	0.75	
35087	-0.88871	-0.7612	0.75	
35088	-0.9215	-0.78739	0.75	
35089	-0.88446	-0.81311	0.725	
35090	-0.89966	-0.78282	0.725	
35091	-0.88711	-0.81639	0.77487	
35092	-0.86366	-0.82831	0.76429	
35093	-0.9341	-0.86338	0.75	
35094	-0.88138	-0.88138	0.75	
35095	-0.96357	-0.83857	0.75	
35096	-0.93887	-0.80475	0.75	
35097	-0.9269	-0.88211	0.725	
35098	-0.90182	-0.83047	0.725	
35099	-0.86676	-0.86564	0.725	
35100	-0.94483	-0.81542	0.725	
35101	-0.94951	-0.8471	0.725	
35102	-0.90447	-0.83376	0.77487	
35103	-0.93926	-0.86855	0.77486	
35104	-0.91347	-0.87606	0.76454	
35105	-0.88102	-0.84567	0.76429	
35106	-0.96882	-0.89811	0.75	
35107	-0.98094	-0.85593	0.75	
35108	-0.94427	-0.89947	0.725	
35109	-0.96687	-0.86446	0.725	
35110	-0.95662	-0.88591	0.77486	
35111	-0.93083	-0.89342	0.76454	
35112	-1.0036	-0.93284	0.75	
35113	-1.0291	-0.90288	0.75	
35114	-0.9983	-0.8733	0.75	
35115	-0.96163	-0.91684	0.725	
35116	-1.021	-0.90768	0.725	
35117	-0.98424	-0.88182	0.725	
35118	-0.97399	-0.90328	0.77486	
35119	-1.0088	-0.93806	0.77485	
35120	-0.9482	-0.91079	0.76454	
35121	-0.98374	-0.94518	0.7573	
35122	-1.0383	-0.96757	0.75	
35123	-1.0464	-0.92025	0.75	
35124	-0.979	-0.9342	0.725	
35125	-1.0383	-0.92504	0.725	
35126	-1.0235	-0.97173	0.725	
35127	-1.0566	-0.95719	0.725	
35128	-1.0261	-0.95542	0.77485	
35129	-1.0011	-0.96254	0.7573	
35130	-1.073	-1.0023	0.75	
35131	-1.0638	-0.93761	0.75	
35132	-1.092	-0.96699	0.75	
35133	-1.0409	-0.9891	0.725	
35134	-1.0739	-0.97455	0.725	
35135	-1.0435	-0.97279	0.77485	
35136	-1.0778	-1.007	0.77485	
35137	-1.0521	-1.0132	0.7581	
35138	-1.0185	-0.9799	0.7573	
35139	-1.1077	-1.037	0.75	
35140	-1.1268	-1.0139	0.75	
35141	-1.1094	-0.98436	0.75	
35142	-1.0582	-1.0065	0.725	
35143	-1.0913	-0.99192	0.725	
35144	-1.0951	-1.0244	0.77485	
35145	-1.0695	-1.0305	0.7581	
35146	-1.1425	-1.0718	0.75	
35147	-1.1442	-1.0313	0.75	
35148	-1.1125	-1.0418	0.77485	
35149	-1.1488	-1.0781	0.77983	
35150	-1.0869	-1.0479	0.7581	
35151	-1.1081	-1.0762	0.76611	
35152	-1.1148	-1.0887	0.72021	
35153	-1.1772	-1.1065	0.75	
35154	-1.1245	-1.1245	0.75	
35155	-1.1615	-1.0487	0.75	
35156	-1.2011	-1.0581	0.75	
35157	-1.1662	-1.0955	0.77983	
35158	-1.1594	-1.0761	0.6933	
35159	-1.1254	-1.0936	0.76611	
35160	-1.1322	-1.1061	0.72021	
35161	-1.1713	-1.0646	0.73179	
35162	-1.2119	-1.1412	0.75	
35163	-1.1592	-1.1592	0.75	
35164	-1.1418	-1.1418	0.75	
35165	-1.2434	-1.1065	0.75	
35166	-1.2185	-1.0755	0.75	
35167	-1.2074	-1.1367	0.80965	
35168	-1.1835	-1.1128	0.77983	
35169	-1.1768	-1.0935	0.6933	
35170	-1.2291	-1.1129	0.71108	
35171	-1.1495	-1.1234	0.72021	
35172	-1.1887	-1.1521	0.69116	
35173	-1.1881	-1.1477	0.77856	
35174	-1.1886	-1.082	0.73179	
35175	-1.2466	-1.1759	0.75	
35176	-1.2113	-1.2113	0.75	
35177	-1.1939	-1.1939	0.75	
35178	-1.1766	-1.1766	0.75	
35179	-1.2608	-1.1239	0.75	
35180	-1.2248	-1.1541	0.80965	
35181	-1.2512	-1.1805	0.77881	
35182	-1.2465	-1.1303	0.71108	
35183	-1.2421	-1.1981	0.72222	
35184	-1.2061	-1.1695	0.69116	
