Node Number	X Location (in)	Y Location (in)	Z Location (in)	
95087	-0.3341	1.2103	0.45979	
95088	-0.29374	1.2074	0.46557	
95089	-0.32764	1.2094	0.39258	
95090	0.67543	1.3108	7.0305e-002	
95091	0.62481	1.2439	0.12836	
95092	0.58749	1.2066	4.9589e-002	
95093	0.26359	1.2129	0.3051	
95094	0.31908	1.2184	0.26962	
95095	0.31047	1.2061	0.35044	
95096	0.28342	1.2084	0.32949	
95097	0.33538	1.2144	0.32994	
95098	0.6813	0.68436	0.82346	
95099	0.72077	0.72382	0.82691	
95100	0.97444	1.1921	0.42996	
95101	0.89264	1.2141	0.37476	
95102	0.94368	1.1941	0.38442	
95103	0.90652	1.2069	0.47797	
95104	0.96593	1.1915	0.4739	
95105	0.96682	1.2435	0.39634	
95106	0.88599	1.2803	0.44715	
95107	0.85823	1.2109	0.45307	
95108	0.96112	1.2786	0.47245	
95109	0.93141	1.1945	0.47713	
95110	0.46606	1.9018	0.1788	
95111	0.41737	1.8428	0.17752	
95112	0.43667	1.9291	0.11291	
95113	0.3867	1.8835	0.12427	
95114	-0.10101	1.8262	0.18507	
95115	-8.2657e-002	1.8734	0.19725	
95116	-0.13122	1.8302	0.20447	
95117	3.2707e-002	1.9233	6.2265e-002	
95118	0.16821	1.5232	0.16331	
95119	0.15264	1.4956	0.10351	
95120	0.2199	1.4138	0.16441	
95121	0.1675	1.3972	0.17664	
95122	0.1372	1.4043	0.12309	
95123	0.24926	1.48	0.16475	
95124	0.19906	1.4803	0.11764	
95125	0.14733	1.5075	0.13334	
95126	0.19683	1.414	0.12011	
95127	0.18883	1.424	0.17421	
95128	0.70453	1.5623	0.42565	
95129	0.75247	1.549	0.36949	
95130	0.75899	1.5252	0.4518	
95131	0.71203	1.4572	0.39831	
95132	0.70029	1.5602	0.37825	
95133	-0.31206	1.2056	0.34501	
95134	-0.24333	1.2007	0.34937	
95135	0.21461	1.6085	0.16571	
95136	0.19014	1.5487	0.13008	
95137	0.13841	1.5759	0.14578	
95138	0.15911	1.6345	0.15131	
95139	1.3803	-0.67333	0.69086	
95140	1.4673	-0.64331	0.68616	
95141	1.9535	0.36202	0.17541	
95142	1.9201	0.30834	0.17383	
95143	1.9524	0.31995	0.12325	
95144	1.8339	0.73943	0.1059	
95145	1.8967	0.69282	0.12602	
95146	1.9059	0.66826	8.99e-002	
95147	1.5163	1.5276	0.83437	
95148	1.5073	1.5216	0.74202	
95149	1.5491	1.5584	0.77708	
95150	1.4794	1.4898	0.77716	
95151	1.8731	1.5161	0.65783	
95152	1.8881	1.4569	0.67024	
95153	1.9342	1.4383	0.64949	
95154	0.58574	0.58438	1.0203	
95155	0.58719	0.58744	0.94958	
95156	0.5567	0.55991	0.93546	
95157	1.8671	1.9144	4.8798e-002	
95158	0.62982	0.62581	1.0239	
95159	0.27352	-0.32826	0.91102	
95160	0.20602	-0.37335	0.92553	
95161	0.28539	-0.3832	0.92889	
95162	0.28683	-0.30522	0.96265	
95163	0.23429	-0.3823	0.89788	
95164	0.19198	0.40237	0.90878	
95165	0.14003	0.40792	0.96469	
95166	0.21887	0.36792	0.94533	
95167	0.24305	0.40808	0.94808	
95168	1.1993	0.93197	0.43806	
95169	1.2063	0.93867	0.53276	
95170	1.2069	0.89505	0.45475	
95171	1.2395	0.98623	0.47381	
95172	1.2354	0.8744	0.50367	
95173	1.2379	0.92611	0.42749	
95174	1.2024	0.89802	0.51496	
95175	1.2028	0.9674	0.4689	
95176	1.183	0.96065	0.50419	
95177	0.98355	0.97898	0.81277	
95178	0.91564	0.91284	0.82517	
95179	0.92369	0.91923	0.77287	
95180	1.2098	0.29839	0.57902	
95181	1.212	0.32832	0.50052	
95182	1.2084	0.2733	0.49776	
95183	1.2183	0.34009	0.54628	
95184	1.2096	0.29257	0.66837	
95185	1.2402	0.79814	0.59326	
95186	1.2073	0.82176	0.60455	
95187	1.2604	0.73765	0.60381	
95188	1.2027	0.83947	0.67823	
95189	1.2736	0.74893	0.66487	
95190	1.1998	0.82662	0.63882	
95191	1.8663	0.99329	0.67206	
95192	1.8309	0.93124	0.66191	
95193	1.921	0.93196	0.60354	
95194	1.8333	0.97093	0.58787	
95195	1.3354	1.3316	1.5079	
95196	1.3769	1.3756	1.4476	
95197	1.3778	1.3759	1.4956	
95198	1.8218	1.8204	0.90733	
95199	1.881	1.8717	0.88465	
95200	1.8548	1.8553	0.86813	
95201	0.40575	0.2268	1.0202	
95202	0.42218	0.19466	0.99461	
95203	0.81806	0.81855	1.0262	
95204	0.85159	0.85213	1.0268	
95205	1.1246	1.1219	0.83906	
95206	1.1687	1.1662	0.79335	
95207	1.1321	1.1312	0.77762	
95208	1.4762	1.4686	1.2002	
95209	1.5079	1.499	1.2063	
95210	1.4056	1.4121	1.3875	
95211	0.17166	0.23525	2.8933	
95212	0.2473	0.25688	2.9173	
95213	0.23181	0.19538	2.9396	
95214	0.19661	0.25974	2.9016	
95215	0.25921	0.21243	2.9085	
95216	-0.28126	-0.12756	3.1578	
95217	-0.27232	-0.22206	3.1865	
95218	-0.30231	-0.18941	3.1465	
95219	-0.2596	-0.1544	3.1456	
95220	-0.31545	-0.1601	3.1858	
95221	0.10378	0.26692	2.9312	
95222	0.15985	0.27687	2.8945	
95223	0.62812	0.62839	2.9098	
95224	0.57386	0.57382	2.9124	
95225	0.62799	0.62811	2.839	
95226	0.5995	0.59957	2.9477	
95227	-5.2699e-002	0.41206	2.9598	
95228	3.7249e-002	0.34114	2.9585	
95229	1.2977e-002	0.35081	2.9958	
95230	-3.5341e-002	0.34354	2.9379	
95231	-1.1198e-002	0.41073	3.0029	
95232	0.51742	0.51594	3.0568	
95233	0.57209	0.57108	3.0451	
95234	-1.8442	-1.8476	0.8005	
95235	-1.3494	-0.72028	0.4912	
95236	-1.4072	-0.74198	0.57946	
95237	-1.5054	-0.69921	0.51412	
95238	-1.3932	-0.65025	0.54038	
95239	-1.4441	-0.68939	0.56407	
95240	-1.4773	-0.69813	0.47489	
95241	-1.4917	-0.74397	0.52291	
95242	-1.3905	-0.64115	0.48014	
95243	-1.4221	-0.71765	0.42968	
95244	-1.409	-0.78315	0.49168	
95245	-1.362	-0.68898	0.55505	
95246	-1.6792	-0.17019	0.1905	
95247	-1.2859	-0.35653	0.14376	
95248	-1.3583	-0.42808	0.20331	
95249	-1.2974	-0.3675	0.21596	
95250	-1.3714	-0.34625	0.18855	
95251	-1.3958	-0.40303	0.19208	
95252	-1.3245	-0.42532	0.17128	
95253	-1.3275	-0.4165	0.20101	
95254	-1.248	-0.33841	0.16177	
95255	-1.2844	-0.27593	8.7804e-002	
95256	-1.2271	-0.27606	0.11201	
95257	-1.2179	-0.26069	6.626e-002	
95258	-1.2751	-0.39624	0.11709	
95259	-1.2464	-0.30313	0.15172	
95260	-0.71274	-1.5694	0.43851	
95261	-0.69561	-1.5083	0.35767	
95262	-0.71028	-1.5433	0.47723	
95263	-0.71364	-1.5619	0.39511	
95264	-0.79	-1.5051	0.43576	
95265	-0.74329	-1.4753	0.36136	
95266	-0.68644	-1.4787	0.40209	
95267	-0.75728	-1.5489	0.36012	
95268	-0.50495	-1.4165	0.20438	
95269	-0.43261	-1.3659	0.19778	
95270	-0.47519	-1.4022	0.15051	
95271	-0.49091	-1.3718	0.21175	
95272	-0.41505	-1.4014	0.17502	
95273	-0.48023	-1.4591	0.20656	
95274	-1.2404	-0.2224	0.26202	
95275	-1.2123	-0.21035	0.34521	
95276	-1.2199	-0.24685	0.32709	
95277	-1.2176	-0.20188	0.30376	
95278	-0.41199	-1.2498	0.30579	
95279	-0.34225	-1.2224	0.34199	
95280	-0.44301	-1.2221	0.31567	
95281	-0.41028	-1.2261	0.38716	
95282	-1.7127	-1.7131	0.78276	
95283	-1.7806	-1.7802	0.79253	
95284	-1.7382	-1.7456	0.74408	
95285	-1.6655	-1.6696	0.82816	
95286	-1.6792	-1.6793	0.88844	
95287	-1.1529	-1.1523	1.0596	
95288	-1.2284	-1.2279	1.0619	
95289	-0.57596	-0.57642	3.0521	
95290	-2.243e-002	-0.31468	2.9757	
95291	-6.4265e-002	-0.30412	2.9597	
95292	-8.7218e-002	-0.2888	2.9088	
95293	-1.0181e-002	-0.31104	2.9257	
95294	-9.9247e-003	-0.3629	2.9026	
95295	-5.3599e-002	-0.37916	2.9007	
95296	-2.3909e-002	-0.30099	2.8974	
95297	9.7887e-002	-1.8576	7.381e-002	
95298	0.14194	-1.8772	0.11822	
95299	0.15551	-1.9344	7.4674e-002	
95300	5.4567e-002	-1.8799	9.563e-002	
95301	7.6893e-002	-1.9172	0.13484	
95302	0.10283	-1.8656	0.12091	
95303	0.39244	-0.29131	3.0971	
95304	0.35547	-0.21929	3.136	
95305	0.35147	-0.33955	3.1363	
95306	0.40662	-0.24032	3.1402	
95307	0.32239	-0.28442	3.1187	
95308	0.3064	-0.29065	3.1905	
95309	0.15691	-1.8232	0.10924	
95310	6.954e-002	-1.8258	8.6645e-002	
95311	0.12808	-1.7722	4.8454e-002	
95312	0.1178	-1.8116	0.11193	
95313	0.68062	-1.7973	0.16521	
95314	0.72041	-1.8603	0.26196	
95315	0.68424	-1.8685	0.18673	
95316	0.70984	-1.7745	0.21316	
95317	0.67986	-1.7981	0.27053	
95318	0.62746	-1.8342	0.22242	
95319	0.85553	-1.892	0.66858	
95320	0.83399	-1.9064	0.59948	
95321	0.39737	-1.3184	0.10441	
95322	0.30201	-1.3047	9.6806e-002	
95323	0.41121	-1.2318	0.16772	
95324	0.33611	-1.3293	0.14044	
95325	0.34681	-1.2043	0.62593	
95326	0.33157	-1.203	0.5566	
95327	0.42742	-1.23	0.58793	
95328	0.68596	-1.5488	0.29667	
95329	0.68308	-1.632	0.26733	
95330	0.64694	-1.6289	0.23772	
95331	0.63339	-1.5742	0.23396	
95332	0.72975	-1.5781	0.28837	
95333	0.71034	-1.5192	0.24932	
95334	0.69372	-1.6306	0.29867	
95335	0.69814	-1.5716	0.22197	
95336	1.1347	-1.9474	7.5617e-002	
95337	1.0872	-1.8916	6.3894e-002	
95338	1.2302	-0.81262	0.27638	
95339	1.2763	-0.90991	0.35612	
95340	1.2129	-0.87512	0.27764	
95341	1.2897	-0.80343	0.33575	
95342	1.2512	-0.93025	0.28782	
95343	1.3056	-0.86567	0.27626	
95344	1.211	-0.82046	0.35218	
95345	1.8548	-1.9237	9.2827e-002	
95346	1.8129	-1.9109	5.4314e-002	
95347	1.816	-1.9491	5.137e-002	
95348	1.9378	-1.274	9.9914e-002	
95349	1.9176	-1.2241	4.8687e-002	
95350	1.2365	-0.96273	7.2593e-002	
95351	1.18	-0.97536	8.9968e-002	
95352	1.178	-0.9337	0.51643	
95353	1.1579	-0.97673	0.47215	
95354	1.2038	-0.97829	0.49594	
95355	1.2063	-0.22172	0.35538	
95356	1.2077	-0.27564	0.32901	
95357	1.2069	-0.26094	0.35865	
95358	1.2621	-0.44024	7.0014e-002	
95359	1.2147	-0.41877	9.0716e-002	
95360	1.7175	-0.63329	0.15059	
95361	1.739	-0.57495	0.20064	
95362	1.7924	-0.63129	0.23164	
95363	1.8336	-0.58004	0.16229	
95364	1.8331	-0.60825	0.20824	
95365	1.5276	-0.69005	0.35571	
95366	1.5029	-0.69856	0.47054	
95367	1.5674	-0.69838	0.38141	
95368	1.4801	-0.68946	0.36607	
95369	1.512	-0.75926	0.43726	
95370	1.5029	-0.72138	0.33399	
95371	1.5602	-0.77107	0.36535	
95372	1.4381	-0.71639	0.37045	
95373	1.8441	-6.2846e-003	5.1128e-002	
95374	1.8469	2.1169e-002	9.0673e-002	
95375	1.8836	2.1448e-002	7.41e-002	
95376	1.8779	-0.18307	0.18611	
95377	1.9374	-0.23727	0.18728	
95378	0.30634	-1.2101	0.68804	
95379	1.0414	-1.0437	0.80337	
95380	1.0734	-1.0776	0.80083	
95381	1.0759	-1.0935	0.74404	
95382	1.8568	-1.9089	0.61834	
95383	1.7913	-1.8627	0.67475	
95384	1.8473	-1.8423	0.67155	
95385	1.8133	-1.9055	0.61454	
95386	1.8392	-1.9235	0.64123	
95387	1.8719	-1.9054	0.65254	
95388	1.8268	-1.8249	0.90373	
95389	1.8434	-1.8412	0.94241	
95390	0.61701	-0.61503	0.794	
95391	0.60267	-0.60171	0.86228	
95392	0.57717	-0.57413	0.84395	
95393	0.7749	-0.77392	0.81953	
95394	0.80943	-0.81017	0.82245	
95395	1.3177	-0.55996	0.65092	
95396	1.447	-1.444	1.3841	
95397	1.4153	-1.417	1.404	
95398	1.3354	-1.3319	1.5084	
95399	1.3798	-1.3763	1.5045	
95400	-1.9258	0.39977	6.3611e-002	
95401	-1.2051	0.35568	0.63304	
95402	-1.2355	0.43579	0.68681	
95403	-0.27345	0.31885	0.82762	
95404	-1.2213	0.2084	0.29177	
95405	-1.2419	0.2678	0.24158	
95406	-1.0377	1.1744	0.55514	
95407	-1.1053	1.1192	0.57094	
95408	-1.1017	1.1428	0.6324	
95409	-1.0879	1.1315	0.54289	
95410	-1.0922	1.2104	0.55152	
95411	-1.1352	1.1558	0.57425	
95412	-1.035	1.2088	0.5825	
95413	-1.0572	1.2171	0.63312	
95414	-0.8547	1.2135	0.62618	
95415	-0.88671	1.2156	0.6734	
95416	-0.8016	1.2171	0.62439	
95417	-0.84204	1.2768	7.6156e-002	
95418	-0.79917	1.2121	9.8537e-002	
95419	-1.0218	1.1877	0.12116	
95420	-1.0892	1.1427	0.12633	
95421	-1.1281	1.1731	8.1157e-002	
95422	-1.0848	1.2107	0.1425	
95423	-1.0302	1.2484	6.8951e-002	
95424	-1.0519	1.1569	0.13736	
95425	-0.13031	1.2178	0.31187	
95426	-0.12951	1.2143	0.28541	
95427	-5.6505e-002	1.217	0.29357	
95428	-0.71492	1.5953	0.539	
95429	-0.73738	1.5179	0.6256	
95430	-0.68139	1.4867	0.57202	
95431	-0.78013	1.5547	0.54999	
95432	-0.73534	1.4682	0.53192	
95433	-0.70881	1.5952	0.59603	
95434	-0.76518	1.5668	0.61538	
95435	-0.68214	1.5074	0.53396	
95436	-1.0488	1.0457	0.82344	
95437	-1.0063	1.0042	0.81072	
95438	-0.41772	0.10773	0.8226	
95439	-0.39974	0.14409	0.88151	
95440	0.14063	0.4135	0.77517	
95441	0.17524	0.42316	0.82634	
95442	0.18764	0.43891	0.78157	
95443	-1.873	1.8757	0.65395	
95444	-1.838	1.8393	0.69291	
95445	-1.8997	1.832	0.68362	
95446	-1.7937	1.7954	0.84832	
95447	-1.7968	1.8104	0.73997	
95448	-1.764	1.7638	0.79262	
95449	-1.0678	1.8438	0.67016	
95450	-0.96854	1.913	0.59684	
95451	-1.1123	1.8942	0.59536	
95452	-1.0367	1.7991	0.58291	
95453	-0.9863	1.8743	0.65302	
95454	-1.0636	1.9342	0.68407	
95455	0.33692	0.38777	1.0266	
95456	0.3097	0.4306	0.99526	
95457	-1.4511	1.449	1.3692	
95458	-0.59394	0.59125	2.8112	
95459	0.8529	1.2797	6.8636e-002	
95460	1.2742	7.781e-002	0.13625	
95461	1.3169	8.4231e-002	8.0542e-002	
95462	1.2344	5.1147e-002	7.0019e-002	
95463	1.3105	0.17139	7.8527e-002	
95464	1.2249	8.758e-002	0.12194	
95465	1.2191	0.14554	5.305e-002	
95466	1.2698	9.8258e-002	0.22835	
95467	1.2205	0.10803	0.21404	
95468	1.2229	0.17922	0.26642	
95469	1.1951	0.9527	0.24487	
95470	1.1969	0.93173	0.33859	
95471	1.2076	0.89766	0.25464	
95472	1.2133	0.88921	0.30619	
95473	1.1918	0.9856	0.29298	
95474	1.2534	0.93732	0.26539	
95475	1.2355	0.92588	0.32802	
95476	0.24059	1.2133	0.32774	
95477	0.20431	1.2097	0.33889	
95478	0.19107	1.2185	0.27895	
95479	0.18238	1.2123	0.31597	
95480	0.17456	1.5212	7.0275e-002	
95481	0.12283	1.5484	8.5981e-002	
95482	0.56132	1.7595	0.19129	
95483	0.54564	1.6872	0.13119	
95484	0.54983	1.6643	0.18441	
95485	0.46978	1.723	0.12722	
95486	0.50283	1.6785	0.17481	
95487	0.47542	1.75	0.18164	
95488	0.57623	1.7532	0.13009	
95489	0.97249	1.8447	0.1004	
95490	0.98479	1.9083	0.16045	
95491	0.8445	1.8485	0.11207	
95492	0.89765	1.9044	0.13584	
95493	0.69113	1.6341	0.29617	
95494	0.65593	1.5648	0.26271	
95495	0.74671	1.5848	0.31337	
95496	0.70508	1.5642	0.24467	
95497	0.72429	1.6224	0.2477	
95498	0.69454	1.596	0.32212	
95499	1.2405	0.39124	0.20071	
95500	1.227	0.26695	0.25057	
95501	1.2945	0.32276	0.22083	
95502	1.5152	0.65712	0.27067	
95503	1.4595	0.61122	0.23149	
95504	1.5143	0.66191	0.1678	
95505	1.5146	0.72073	0.2642	
95506	1.4296	0.67447	0.2363	
95507	1.5461	0.69735	0.21599	
95508	1.4912	0.5922	0.20994	
95509	1.448	0.63164	0.25548	
95510	1.4815	0.67307	0.28738	
95511	1.5391	0.64928	0.23912	
95512	1.5023	0.61695	0.15715	
95513	1.9086	0.43626	0.17692	
95514	1.9164	0.35476	0.17812	
95515	1.1799	1.046	0.10783	
95516	1.2521	0.98131	8.6892e-002	
95517	1.2289	1.0343	0.13884	
95518	1.1892	1.0022	0.1053	
95519	1.2059	1.0507	7.2452e-002	
95520	1.17	1.0314	5.9508e-002	
95521	1.4856	1.8972	0.15871	
95522	1.5335	1.828	6.9642e-002	
95523	1.7012	1.9369	0.31009	
95524	1.7615	1.949	0.31592	
95525	1.69	1.9338	0.25333	
95526	1.7795	1.9468	0.21005	
95527	1.7284	1.9304	0.20879	
95528	1.7692	1.9043	0.25585	
95529	1.8816	1.7408	0.68904	
95530	1.851	1.9127	0.44928	
95531	1.7905	1.9391	0.43013	
95532	1.8094	1.9297	0.53885	
95533	1.8193	1.8579	0.42406	
95534	1.8221	1.8694	0.50584	
95535	1.8529	1.9207	0.50888	
95536	1.7648	1.9468	0.47099	
95537	1.7724	1.9473	0.52235	
95538	1.8702	1.9112	0.48067	
95539	1.7767	1.9097	0.49822	
95540	0.36467	0.20343	0.79874	
95541	0.40418	0.20522	0.77878	
95542	-1.1372	-1.137	0.99724	
95543	0.95135	0.95155	1.0066	
95544	1.1932	1.1932	0.98753	
95545	1.2309	1.2312	1.032	
95546	1.4362	1.4306	1.0721	
95547	1.497	1.4981	1.1631	
95548	1.4649	1.4636	1.113	
95549	1.5364	1.5373	1.4302	
95550	1.5895	1.591	1.3609	
95551	1.527	1.5276	1.3881	
95552	1.4957	1.4931	1.5008	
95553	0.27746	0.41358	2.9509	
95554	0.25888	0.35831	2.9201	
95555	0.20818	0.36117	2.9044	
95556	0.40361	0.17456	2.9773	
95557	0.39381	0.11728	2.9397	
95558	0.36564	0.17588	2.9164	
95559	0.62464	0.62474	2.9652	
95560	0.57039	0.57017	2.9677	
95561	-1.5816	-1.4202	8.9666e-002	
95562	-1.5147	-1.5514	9.4546e-002	
95563	-1.6563	-1.6145	8.7277e-002	
95564	-1.5776	-1.5893	8.9441e-002	
95565	-1.5265	-1.4694	9.5699e-002	
95566	-1.6343	-1.46	8.2139e-002	
95567	-1.6866	-1.5175	9.0852e-002	
95568	-1.6793	-1.5555	0.17102	
95569	-1.5522	-1.5459	6.6638e-002	
95570	-1.5537	-1.4608	0.68377	
95571	-1.5424	-1.5424	0.67598	
95572	-1.6612	-1.538	0.6712	
95573	-1.6683	-1.4799	0.66852	
95574	-1.6308	-1.5743	0.69022	
95575	-1.5993	-1.5612	0.63197	
95576	-1.6087	-1.4716	0.63978	
95577	-1.5798	-1.5276	0.70032	
95578	-1.9054	-1.3977	0.37346	
95579	-1.8921	-1.4607	0.4497	
95580	-1.9078	-1.5781	0.33179	
95581	-1.915	-1.5001	0.29307	
95582	-1.9029	-1.436	0.30928	
95583	-1.9055	-1.5665	0.4003	
95584	-1.832	-1.5534	0.30779	
95585	-1.8311	-1.5473	0.44179	
95586	-1.5239	-1.6291	0.67501	
95587	-1.607	-1.7303	0.66935	
95588	-1.5016	-1.7551	0.67536	
95589	-1.6122	-1.661	0.68926	
95590	-1.5808	-1.6479	0.63101	
95591	-1.5789	-1.7213	0.58759	
95592	-1.5612	-1.6143	0.69935	
95593	-1.517	-1.7729	0.61196	
95594	-1.5069	-1.3813	9.6915e-002	
95595	-1.6148	-1.3718	8.3354e-002	
95596	-1.5402	-1.2878	0.1568	
95597	-1.521	-1.29	7.6571e-002	
95598	-1.6485	-1.3109	0.14594	
95599	-1.5892	-1.2844	7.7666e-002	
95600	-1.5932	-1.9137	0.38686	
95601	-1.6042	-1.9067	0.45399	
95602	-1.5639	-1.904	0.51458	
95603	-1.5247	-1.8779	0.34975	
95604	-1.4465	-1.901	0.3969	
95605	-1.5507	-1.8336	0.45839	
95606	-1.4887	-1.8851	0.48276	
95607	-1.3486	-1.5082	0.11057	
95608	-1.3424	-1.601	9.316e-002	
95609	-1.4912	-1.6324	9.5537e-002	
95610	-1.44	-1.5125	0.1018	
95611	-1.4175	-1.6783	9.0188e-002	
95612	-1.3987	-1.6399	0.2107	
95613	-1.4657	-1.5889	7.2734e-002	
95614	-1.3383	-1.537	0.67916	
95615	-1.4497	-1.452	0.68066	
95616	-1.4385	-1.5336	0.67287	
95617	-1.3497	-1.4497	0.68184	
95618	-1.4064	-1.4009	0.67463	
95619	-1.3714	-1.5404	0.58977	
95620	-1.4348	-1.4033	0.59338	
95621	-1.3424	-1.4089	0.62873	
95622	-1.5047	-1.4628	0.63667	
95623	-1.4078	-1.4582	0.68981	
95624	-1.6372	-1.3191	0.66998	
95625	-1.5292	-1.3638	0.67977	
95626	-1.5866	-1.2357	0.67707	
95627	-1.4859	-1.3127	0.67374	
95628	-1.6367	-1.2583	0.58184	
95629	-1.5143	-1.3151	0.59249	
95630	-1.5842	-1.3746	0.63578	
95631	-1.522	-1.2463	0.63982	
95632	-1.6303	-1.2796	0.68417	
95633	-1.9023	-1.1844	0.39352	
95634	-1.9046	-1.2383	0.45809	
95635	-1.8968	-1.2263	0.3067	
95636	-1.891	-1.3542	0.46117	
95637	-1.9018	-1.3295	0.32075	
95638	-1.8099	-1.2503	0.43999	
95639	-1.8197	-1.2905	0.29297	
95640	-1.6328	-1.6955	8.8268e-002	
95641	-1.7418	-1.6236	8.968e-002	
95642	-1.633	-1.7674	7.7651e-002	
95643	-1.6238	-1.7887	0.18466	
95644	-1.7486	-1.7634	0.15328	
95645	-1.7344	-1.6616	0.16985	
95646	-1.7814	-1.6748	8.4212e-002	
95647	-1.6969	-1.7962	7.5863e-002	
95648	1.5968	1.4501	9.0856e-002	
95649	1.4784	1.5255	7.3712e-002	
95650	1.6631	1.4866	0.11048	
95651	1.6207	1.5729	9.3576e-002	
95652	1.5284	1.4579	8.0724e-002	
95653	1.5628	1.6437	8.057e-002	
95654	1.5814	1.4433	0.17388	
95655	1.4609	1.4977	0.16768	
95656	1.5763	1.6289	0.15613	
95657	1.6586	1.4332	0.66812	
95658	1.6572	1.5576	0.6832	
95659	1.7045	1.5217	0.66068	
95660	1.5559	1.5058	0.69114	
95661	1.6141	1.4654	0.61108	
95662	1.6048	1.5453	0.68964	
95663	1.6746	1.5732	0.61342	
95664	1.5881	1.5439	0.63243	
95665	1.5686	1.4591	0.6758	
95666	1.6552	1.4729	0.69047	
95667	1.3864	1.5831	0.67047	
95668	1.5172	1.6313	0.67582	
95669	1.4301	1.5346	0.69467	
95670	1.4877	1.5452	0.69668	
95671	1.5365	1.5848	0.69517	
95672	1.4408	1.5386	0.62727	
95673	1.5199	1.5833	0.63796	
95674	1.4671	1.6495	0.63284	
95675	1.9244	1.6695	0.31587	
95676	1.9167	1.5342	0.33861	
95677	1.9303	1.6732	0.36839	
95678	1.92	1.6521	0.43455	
95679	1.8724	1.596	0.30816	
95680	1.869	1.6985	0.36508	
95681	1.8308	1.6294	0.45723	
95682	1.8444	1.5249	0.3969	
95683	1.934	1.6171	0.30596	
95684	1.5769	1.9151	0.45913	
95685	1.5798	1.9127	0.40051	
95686	1.4999	1.8972	0.33978	
95687	1.5686	1.9096	0.34375	
95688	1.4607	1.8986	0.48284	
95689	1.5746	1.837	0.42771	
95690	1.4469	1.8159	0.39687	
95691	1.4915	1.8114	0.5063	
95692	1.4448	1.9111	0.39548	
95693	1.5848	1.8805	0.50163	
95694	1.6284	1.2878	9.2589e-002	
95695	1.7108	1.4012	0.10797	
95696	1.5761	1.3726	7.8207e-002	
95697	1.7207	1.2928	9.1757e-002	
95698	1.6291	1.358	0.17137	
95699	1.6433	1.3314	0.67078	
95700	1.6143	1.2402	0.68029	
95701	1.5055	1.3104	0.67821	
95702	1.5499	1.2355	0.68222	
95703	1.5987	1.3635	0.61375	
95704	1.6456	1.2543	0.60121	
95705	1.5334	1.2865	0.61303	
95706	1.5532	1.3573	0.67847	
95707	1.3082	1.4798	9.5725e-002	
95708	1.3882	1.4494	7.7526e-002	
95709	1.4383	1.3818	8.4538e-002	
95710	1.3157	1.296	9.9594e-002	
95711	1.3969	1.3111	0.10653	
95712	1.3707	1.4216	0.1715	
95713	1.2795	1.342	0.16562	
95714	1.2981	1.3703	8.4651e-002	
95715	-1.2001	1.5373	0.68289	
95716	-1.265	1.4433	0.68736	
95717	-1.2605	1.5161	0.68176	
95718	-1.2211	1.4112	0.69161	
95719	-1.1585	1.4278	0.67054	
95720	-1.2555	1.5455	0.60354	
95721	-1.242	1.4242	0.62485	
95722	-1.1543	1.4889	0.69648	
95723	-1.1789	1.4814	0.62994	
95724	-1.2704	1.3971	9.6508e-002	
95725	-1.2983	1.5271	9.5987e-002	
95726	-1.0957	1.4848	9.4983e-002	
95727	-1.1492	1.5362	9.5214e-002	
95728	-1.2368	1.5888	9.931e-002	
95729	-1.0942	1.4335	0.17761	
95730	-1.1561	1.3632	0.15019	
95731	-1.226	1.395	7.185e-002	
95732	-1.0765	1.1431	0.32004	
95733	-1.0573	1.1523	0.37967	
95734	-1.0305	1.162	0.30873	
95735	-0.99827	1.1761	0.3456	
95736	-1.0359	1.2042	0.36278	
95737	-1.0084	1.1627	0.36991	
95738	-1.3595	1.4535	0.68083	
95739	-1.3549	1.5263	0.67522	
95740	-1.4286	1.5487	0.67481	
95741	-1.4579	1.4973	0.68458	
95742	-1.4492	1.4264	0.66608	
95743	-1.4614	1.4467	0.61157	
95744	-1.35	1.5557	0.59701	
95745	-1.3364	1.4344	0.61832	
95746	-1.4953	1.5693	0.62364	
95747	-1.4065	1.4533	0.69788	
95748	-1.1172	1.5907	0.67794	
95749	-0.99316	1.6203	0.66345	
95750	-1.0756	1.4812	0.66559	
95751	-1.0712	1.6803	0.67958	
95752	-0.95096	1.5737	0.60311	
95753	-1.0174	1.5074	0.57588	
95754	-1.0401	1.6356	0.59233	
95755	-1.0027	1.5303	0.68218	
95756	-1.0714	1.5423	0.69153	
95757	-1.096	1.5348	0.625	
95758	-1.3755	1.4461	9.8114e-002	
95759	-1.3926	1.2365	9.4757e-002	
95760	-1.2766	1.2446	9.097e-002	
95761	-1.3366	1.2106	0.10216	
95762	-1.4201	1.3097	0.11447	
95763	-1.3028	1.2397	0.20651	
95764	-1.2333	1.2822	0.15231	
95765	-1.3033	1.3139	7.3976e-002	
95766	-1.3419	1.6378	0.10092	
95767	-1.4512	1.6528	9.3446e-002	
95768	-1.4806	1.5588	9.2148e-002	
95769	-1.448	1.4397	0.11395	
95770	-1.4357	1.6633	0.16232	
95771	-1.5142	1.5609	0.21048	
95772	-1.3973	1.6469	8.0825e-002	
95773	-0.92828	1.422	9.5151e-002	
95774	-0.94574	1.5823	9.6101e-002	
95775	-1.0517	1.5428	9.5815e-002	
95776	-0.93175	1.5226	0.1747	
95777	-0.99665	1.4401	0.17821	
95778	-1.0131	1.6064	0.17091	
95779	-1.004	1.4076	7.7239e-002	
